Stock,Date,Open,High,Low,Close,Adj Close,Volume
Amazon,30/09/2013,313.410004,315.309998,311.059998,312.640015,312.640015,1623600
Amazon,01/10/2013,314.220001,321,313.649994,320.950012,320.950012,2396400
Amazon,02/10/2013,318.040009,321.730011,317.519989,320.51001,320.51001,2217400
Amazon,03/10/2013,320.390015,322.920013,313.019989,314.76001,314.76001,2674800
Amazon,04/10/2013,315.130005,319.200012,312.619995,319.040009,319.040009,1815000
Amazon,07/10/2013,315.23999,315.339996,309.73999,310.029999,310.029999,2083200
Amazon,08/10/2013,311.5,311.549988,300.269989,303.230011,303.230011,3166200
Amazon,09/10/2013,303.420013,303.5,296.5,298.230011,298.230011,3247400
Amazon,10/10/2013,304.630005,306.700012,302.589996,305.170013,305.170013,2555100
Amazon,11/10/2013,304.769989,310.929993,303.839996,310.890015,310.890015,2163100
Amazon,14/10/2013,309.220001,311.649994,307,310.700012,310.700012,1939100
Amazon,15/10/2013,309.869995,310.790009,305.26001,306.399994,306.399994,2261100
Amazon,16/10/2013,308.380005,310.799988,305.549988,310.48999,310.48999,2170700
Amazon,17/10/2013,307.070007,311,305.23999,310.769989,310.769989,2648400
Amazon,18/10/2013,319.359985,331.890015,316.75,328.929993,328.929993,5969800
Amazon,21/10/2013,329.890015,330,323.799988,326.440002,326.440002,2522300
Amazon,22/10/2013,327.720001,337.109985,325.679993,332.540009,332.540009,3935500
Amazon,23/10/2013,330.839996,331.720001,324.059998,326.76001,326.76001,2818200
Amazon,24/10/2013,329.630005,332.649994,326.75,332.209991,332.209991,5884700
Amazon,25/10/2013,358.600006,368.399994,352.619995,363.390015,363.390015,12036800
Amazon,28/10/2013,359.920013,362.75,357.200012,358.160004,358.160004,3635800
Amazon,29/10/2013,358.959991,362.890015,356.290009,362.700012,362.700012,2185400
Amazon,30/10/2013,362.619995,365,358.649994,361.079987,361.079987,4502200
Amazon,31/10/2013,361.730011,366,359,364.029999,364.029999,2466800
Amazon,01/11/2013,365.630005,365.769989,356.100006,359,359,3331000
Amazon,04/11/2013,360.119995,361,354.399994,358.73999,358.73999,1938400
Amazon,05/11/2013,356.779999,360.170013,354.839996,358.890015,358.890015,2007100
Amazon,06/11/2013,360.450012,362.869995,354.5,356.179993,356.179993,2282300
Amazon,07/11/2013,355.859985,357.899994,341.880005,343.559998,343.559998,4246300
Amazon,08/11/2013,345.950012,351.049988,344.040009,350.309998,350.309998,2656900
Amazon,11/11/2013,350.589996,355.369995,348.059998,354.380005,354.380005,2261700
Amazon,12/11/2013,352.98999,355.480011,347.279999,349.529999,349.529999,2343100
Amazon,13/11/2013,347.399994,356.220001,345.679993,356.220001,356.220001,2773300
Amazon,14/11/2013,357.390015,368.940002,356.429993,367.399994,367.399994,4159800
Amazon,15/11/2013,367.630005,372.899994,365.549988,369.170013,369.170013,4491600
Amazon,18/11/2013,370.279999,373.48999,364.670013,366.179993,366.179993,2737400
Amazon,19/11/2013,365.820007,368.779999,362.5,364.940002,364.940002,1904800
Amazon,20/11/2013,367.559998,367.559998,360.450012,362.570007,362.570007,1771500
Amazon,21/11/2013,364.049988,369.25,363.299988,368.920013,368.920013,1964600
Amazon,22/11/2013,370,374.5,366.309998,372.309998,372.309998,2965500
Amazon,25/11/2013,373.820007,377.790009,373.179993,376.640015,376.640015,2972300
Amazon,26/11/2013,377.609985,382.5,374.820007,381.369995,381.369995,2724400
Amazon,27/11/2013,383.5,387,382.609985,386.709991,386.709991,2269700
Amazon,29/11/2013,389.100006,394.100006,388.619995,393.619995,393.619995,2406000
Amazon,02/12/2013,399,399,389.100006,392.299988,392.299988,4714000
Amazon,03/12/2013,390.109985,390.950012,383.100006,384.660004,384.660004,3702900
Amazon,04/12/2013,383.5,389.690002,381.48999,385.959991,385.959991,2355300
Amazon,05/12/2013,386.649994,386.649994,381.369995,384.48999,384.48999,1906500
Amazon,06/12/2013,388.350006,388.350006,383.829987,386.950012,386.950012,1984700
Amazon,09/12/2013,388.109985,388.209991,382.570007,384.890015,384.890015,2761800
Amazon,10/12/2013,383.73999,389.059998,383.019989,387.779999,387.779999,2736800
Amazon,11/12/2013,387.339996,388.980011,382,382.190002,382.190002,2451300
Amazon,12/12/2013,381.26001,385,379.5,381.25,381.25,2123700
Amazon,13/12/2013,385.320007,389.420013,383.799988,384.23999,384.23999,3025000
Amazon,16/12/2013,385.029999,391.700012,385,388.970001,388.970001,2251700
Amazon,17/12/2013,390.649994,391.359985,386.5,387.649994,387.649994,2343900
Amazon,18/12/2013,389.230011,396.299988,383.100006,395.959991,395.959991,3489100
Amazon,19/12/2013,394.269989,397.290009,392.600006,395.190002,395.190002,2427200
Amazon,20/12/2013,396.549988,404.720001,395.779999,402.200012,402.200012,5033900
Amazon,23/12/2013,403.690002,405,399.200012,402.920013,402.920013,2659500
Amazon,24/12/2013,402.519989,403.720001,396.369995,399.200012,399.200012,1380400
Amazon,26/12/2013,401.790009,404.519989,396.809998,404.390015,404.390015,1868500
Amazon,27/12/2013,404.649994,405.630005,396.25,398.079987,398.079987,1986900
Amazon,30/12/2013,399.410004,399.920013,392.450012,393.369995,393.369995,2487100
Amazon,31/12/2013,394.579987,398.829987,393.799988,398.790009,398.790009,1996500
Amazon,02/01/2014,398.799988,399.359985,394.019989,397.970001,397.970001,2137800
Amazon,03/01/2014,398.290009,402.709991,396.220001,396.440002,396.440002,2210200
Amazon,06/01/2014,395.850006,397,388.420013,393.630005,393.630005,3170600
Amazon,07/01/2014,395.040009,398.470001,394.290009,398.029999,398.029999,1916000
Amazon,08/01/2014,398.470001,403,396.040009,401.920013,401.920013,2316500
Amazon,09/01/2014,403.709991,406.890015,398.440002,401.01001,401.01001,2103000
Amazon,10/01/2014,402.529999,403.76001,393.799988,397.660004,397.660004,2679500
Amazon,13/01/2014,397.980011,399.779999,388.450012,390.980011,390.980011,2844900
Amazon,14/01/2014,392.130005,398.630005,391.290009,397.540009,397.540009,2340100
Amazon,15/01/2014,398.940002,399.309998,392.529999,395.869995,395.869995,2678300
Amazon,16/01/2014,393.679993,399.290009,389.410004,395.799988,395.799988,2601200
Amazon,17/01/2014,394.26001,403.48999,393.660004,399.609985,399.609985,4505100
Amazon,21/01/2014,403,407.799988,401.600006,407.049988,407.049988,3122100
Amazon,22/01/2014,408,408.059998,402,404.540009,404.540009,2060500
Amazon,23/01/2014,401,406.170013,397.790009,399.869995,399.869995,3025400
Amazon,24/01/2014,398.160004,400.200012,387.269989,387.600006,387.600006,4458400
Amazon,27/01/2014,390.5,394.100006,380.48999,386.279999,386.279999,3936800
Amazon,28/01/2014,387.399994,394.73999,387.119995,394.429993,394.429993,2894500
Amazon,29/01/2014,392.160004,392.850006,383.23999,384.200012,384.200012,3382300
Amazon,30/01/2014,393.769989,406.25,387.700012,403.01001,403.01001,10473900
Amazon,31/01/2014,371.76001,375.450012,357.76001,358.690002,358.690002,16154800
Amazon,03/02/2014,358.980011,360.850006,340.100006,346.149994,346.149994,10280800
Amazon,04/02/2014,349.589996,354,344.019989,347.950012,347.950012,4812900
Amazon,05/02/2014,346,349.369995,337.730011,346.450012,346.450012,4435400
Amazon,06/02/2014,347.399994,354.820007,347.399994,354.589996,354.589996,3335700
Amazon,07/02/2014,358.980011,361.799988,352.48999,361.079987,361.079987,4330500
Amazon,10/02/2014,361.609985,365,359.350006,360.869995,360.869995,3449700
Amazon,11/02/2014,361.839996,363.609985,356.25,361.790009,361.790009,3222100
Amazon,12/02/2014,356.429993,357.75,346.320007,349.25,349.25,6587700
Amazon,13/02/2014,347.700012,357.200012,346.5,357.200012,357.200012,4175000
Amazon,14/02/2014,359.339996,359.339996,353.350006,357.350006,357.350006,3520200
Amazon,18/02/2014,355.279999,355.730011,349.450012,353.649994,353.649994,4998000
Amazon,19/02/2014,352.640015,354.540009,346.100006,347.380005,347.380005,4168100
Amazon,20/02/2014,348.799988,350.459991,344.380005,349.799988,349.799988,3492800
Amazon,21/02/2014,352.440002,354.140015,346.75,346.76001,346.76001,4210000
Amazon,24/02/2014,345.190002,353,343.290009,351.779999,351.779999,3644700
Amazon,25/02/2014,353,361.079987,351.579987,358.320007,358.320007,3736400
Amazon,26/02/2014,359.859985,364.75,357.170013,359.799988,359.799988,3622100
Amazon,27/02/2014,357.220001,360.589996,355.5,360.130005,360.130005,3104900
Amazon,28/02/2014,360.600006,365.869995,357.079987,362.100006,362.100006,3882000
Amazon,03/03/2014,358.73999,360.959991,354.480011,359.779999,359.779999,2798300
Amazon,04/03/2014,363.899994,365.679993,362.459991,363.899994,363.899994,2704400
Amazon,05/03/2014,364.130005,372.730011,363.899994,372.369995,372.369995,3848300
Amazon,06/03/2014,374.049988,375.329987,368.899994,372.160004,372.160004,2926600
Amazon,07/03/2014,374.579987,374.98999,369.529999,372.059998,372.059998,2279800
Amazon,10/03/2014,372.690002,372.730011,367,370.529999,370.529999,2105800
Amazon,11/03/2014,370.98999,372.799988,367.279999,368.820007,368.820007,2246100
Amazon,12/03/2014,366.399994,371.160004,363.609985,370.640015,370.640015,2216600
Amazon,13/03/2014,376.619995,383.109985,368.079987,371.51001,371.51001,6829000
Amazon,14/03/2014,372.799988,378.570007,371.549988,373.73999,373.73999,4402200
Amazon,17/03/2014,375.720001,378.850006,374.880005,375.040009,375.040009,2303000
Amazon,18/03/2014,377.320007,379,375,378.769989,378.769989,2483500
Amazon,19/03/2014,378.769989,379,369.420013,373.230011,373.230011,2646700
Amazon,20/03/2014,370.640015,373,366.220001,368.970001,368.970001,2558500
Amazon,21/03/2014,371,372.839996,358.399994,360.619995,360.619995,5414100
Amazon,24/03/2014,360.089996,361.5,348.600006,351.850006,351.850006,4873500
Amazon,25/03/2014,354.029999,358.970001,348.839996,354.709991,354.709991,4445700
Amazon,26/03/2014,357.130005,357.600006,343.399994,343.410004,343.410004,4120700
Amazon,27/03/2014,343.149994,344,330.880005,338.470001,338.470001,5766400
Amazon,28/03/2014,340.049988,347,336.079987,338.290009,338.290009,3986800
Amazon,31/03/2014,342.399994,346.290009,334.059998,336.369995,336.369995,4297500
Amazon,01/04/2014,338.089996,344.429993,338,342.98999,342.98999,3600100
Amazon,02/04/2014,345.98999,348.299988,340.380005,341.959991,341.959991,4475500
Amazon,03/04/2014,341.820007,342.5,328.459991,333.619995,333.619995,6399300
Amazon,04/04/2014,335.149994,335.440002,315.609985,323,323,12534600
Amazon,07/04/2014,320.98999,324.940002,313.130005,317.76001,317.76001,7077400
Amazon,08/04/2014,321.880005,328,318.440002,327.070007,327.070007,6577600
Amazon,09/04/2014,328.470001,332.179993,322.5,331.809998,331.809998,5056600
Amazon,10/04/2014,330.600006,331,316.5,317.109985,317.109985,6126700
Amazon,11/04/2014,314,316.5,309.5,311.730011,311.730011,7287500
Amazon,14/04/2014,317.670013,320.480011,311.279999,315.910004,315.910004,4293500
Amazon,15/04/2014,316.700012,318.279999,305.5,316.079987,316.079987,5398600
Amazon,16/04/2014,321.170013,324,314.709991,323.679993,323.679993,4284900
Amazon,17/04/2014,319.76001,328.660004,319.76001,324.910004,324.910004,4299200
Amazon,21/04/2014,323.970001,331.149994,322.309998,330.869995,330.869995,2999400
Amazon,22/04/2014,332,337.5,328.940002,329.320007,329.320007,3711600
Amazon,23/04/2014,333.059998,333.130005,323.390015,324.579987,324.579987,3604600
Amazon,24/04/2014,329.670013,337.399994,322.950012,337.149994,337.149994,9293700
Amazon,25/04/2014,316.25,316.48999,302.709991,303.829987,303.829987,16180200
Amazon,28/04/2014,304,304.390015,288,296.579987,296.579987,14479800
Amazon,29/04/2014,296.440002,301.839996,290.450012,300.380005,300.380005,6509300
Amazon,30/04/2014,298.100006,304.559998,298.100006,304.130005,304.130005,4088600
Amazon,01/05/2014,304.130005,310.480011,304,307.890015,307.890015,4328600
Amazon,02/05/2014,310.420013,313.290009,304.309998,308.01001,308.01001,3995100
Amazon,05/05/2014,306.369995,310.230011,305,310.049988,310.049988,2519900
Amazon,06/05/2014,309.529999,309.809998,297.040009,297.380005,297.380005,4682300
Amazon,07/05/2014,295.559998,296.399994,286.679993,292.709991,292.709991,7015200
Amazon,08/05/2014,290.820007,295.880005,287.230011,288.320007,288.320007,3848200
Amazon,09/05/2014,290.570007,293.679993,284.380005,292.23999,292.23999,4063000
Amazon,12/05/2014,294.299988,303.339996,294.160004,302.859985,302.859985,3729600
Amazon,13/05/2014,302.600006,305.600006,300.75,304.640015,304.640015,3509900
Amazon,14/05/2014,302.5,304.640015,296.660004,297.619995,297.619995,3323300
Amazon,15/05/2014,298.019989,299.200012,290.380005,295.190002,295.190002,4295100
Amazon,16/05/2014,292.799988,298.880005,291.549988,297.700012,297.700012,3636800
Amazon,19/05/2014,295.76001,299,293.809998,296.76001,296.76001,2284200
Amazon,20/05/2014,297.100006,304.459991,296.75,301.190002,301.190002,4095700
Amazon,21/05/2014,302.209991,305.959991,301.519989,305.01001,305.01001,3408800
Amazon,22/05/2014,305.049988,308.540009,303.01001,304.910004,304.910004,2576800
Amazon,23/05/2014,305.459991,312.350006,304.899994,312.23999,312.23999,3052900
Amazon,27/05/2014,314.410004,314.630005,307.380005,310.820007,310.820007,4862100
Amazon,28/05/2014,309.5,313.820007,307.420013,310.160004,310.160004,2726000
Amazon,29/05/2014,310.420013,314.869995,310.200012,313.779999,313.779999,2365500
Amazon,30/05/2014,314.429993,314.649994,307.570007,312.549988,312.549988,4260200
Amazon,02/06/2014,312.589996,312.600006,307,308.839996,308.839996,2203400
Amazon,03/06/2014,305.75,307.920013,305.070007,307.190002,307.190002,2379200
Amazon,04/06/2014,306.850006,309.5,303.839996,306.779999,306.779999,2107100
Amazon,05/06/2014,308.100006,327.940002,306.899994,323.570007,323.570007,7796700
Amazon,06/06/2014,325,330.880005,324.929993,329.670013,329.670013,5244000
Amazon,09/06/2014,331.570007,333,325.649994,327.5,327.5,3212200
Amazon,10/06/2014,327.649994,335.5,327.5,332.410004,332.410004,3663400
Amazon,11/06/2014,336,340.720001,333.880005,335.200012,335.200012,4436800
Amazon,12/06/2014,335.549988,335.549988,324.660004,325.910004,325.910004,4276300
Amazon,13/06/2014,327.049988,329.299988,323.529999,326.269989,326.269989,2764800
Amazon,16/06/2014,324.859985,328.690002,323.519989,327.619995,327.619995,2449800
Amazon,17/06/2014,327.540009,331.339996,325.230011,325.619995,325.619995,2924100
Amazon,18/06/2014,328,335.75,325,334.380005,334.380005,6401500
Amazon,19/06/2014,335.26001,338.899994,325.980011,327,327,5320600
Amazon,20/06/2014,327.76001,328.220001,320.420013,324.200012,324.200012,6054000
Amazon,23/06/2014,323.329987,327.549988,321.410004,327.23999,327.23999,2604800
Amazon,24/06/2014,327.540009,329.730011,322.73999,324.160004,324.160004,2626600
Amazon,25/06/2014,324.329987,328.149994,321.73999,327.440002,327.440002,2327800
Amazon,26/06/2014,328.48999,328.649994,322.130005,325.690002,325.690002,2699500
Amazon,27/06/2014,325.880005,326.519989,323.269989,324.570007,324.570007,2416200
Amazon,30/06/2014,324.980011,326.980011,322.23999,324.779999,324.779999,2671300
Amazon,01/07/2014,325.859985,333.200012,325.100006,332.390015,332.390015,3173600
Amazon,02/07/2014,333.200012,336.76001,331.660004,332.850006,332.850006,2681300
Amazon,03/07/2014,334.829987,338.299988,333.079987,337.48999,337.48999,1944300
Amazon,07/07/2014,337.5,337.549988,332.519989,333.549988,333.549988,2128900
Amazon,08/07/2014,333.100006,333.73999,321.399994,323.809998,323.809998,4271600
Amazon,09/07/2014,324.709991,330.200012,323.149994,329.970001,329.970001,3166100
Amazon,10/07/2014,324.339996,329.980011,322.649994,327.920013,327.920013,2665000
Amazon,11/07/2014,334.709991,347,334.709991,346.200012,346.200012,8300800
Amazon,14/07/2014,347.029999,355.769989,345.359985,355.320007,355.320007,5609900
Amazon,15/07/2014,353.720001,355.589996,349.399994,354.440002,354.440002,4170900
Amazon,16/07/2014,355.619995,359.320007,353,355.899994,355.899994,3503600
Amazon,17/07/2014,353.440002,356.959991,351.380005,352.450012,352.450012,3636000
Amazon,18/07/2014,354.399994,359.679993,352.079987,358.660004,358.660004,3407400
Amazon,21/07/2014,358.100006,361.709991,356.720001,359.76001,359.76001,2278400
Amazon,22/07/2014,355.25,362.929993,355.25,360.839996,360.839996,2888900
Amazon,23/07/2014,359.049988,360.630005,356.619995,358.140015,358.140015,2687300
Amazon,24/07/2014,359.980011,364.850006,358.519989,358.609985,358.609985,7088700
Amazon,25/07/2014,317.299988,324.869995,314.76001,324.01001,324.01001,17846500
Amazon,28/07/2014,324.25,324.820007,316.5,320.410004,320.410004,5932000
Amazon,29/07/2014,321.980011,322.899994,319.5,320,320,2883800
Amazon,30/07/2014,321.450012,322.730011,318.5,322.51001,322.51001,3969000
Amazon,31/07/2014,320.01001,320.679993,311.859985,312.98999,312.98999,5192000
Amazon,01/08/2014,313.690002,315.829987,304.589996,307.059998,307.059998,7441500
Amazon,04/08/2014,308.839996,316.179993,308.5,313.649994,313.649994,4200900
Amazon,05/08/2014,313.299988,314.549988,310.059998,312.320007,312.320007,2852100
Amazon,06/08/2014,310.829987,315.779999,310.200012,313.890015,313.890015,2296900
Amazon,07/08/2014,315.209991,315.880005,309.649994,311.450012,311.450012,2935600
Amazon,08/08/2014,311.940002,317.320007,310.660004,316.799988,316.799988,2705900
Amazon,11/08/2014,318.480011,320.380005,316.880005,318.329987,318.329987,2468600
Amazon,12/08/2014,318.890015,321.309998,316.950012,319.320007,319.320007,1915800
Amazon,13/08/2014,327.600006,331.720001,326.140015,326.279999,326.279999,4939100
Amazon,14/08/2014,327.799988,334.089996,326.709991,333.209991,333.209991,3420400
Amazon,15/08/2014,334,335,328.320007,333.630005,333.630005,3896700
Amazon,18/08/2014,335.480011,337.799988,333.769989,334.529999,334.529999,2485400
Amazon,19/08/2014,334.869995,335.809998,333.01001,335.130005,335.130005,1713800
